SampleType,Lake,YearSampled,StationName,Date,Time,Temperature,MeasurementType
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,3:17:00 AM,4.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,4:27:00 AM,4.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,5:37:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,6:47:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,7:57:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,9:07:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,10:17:00 AM,5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,11:27:00 AM,5.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,12:37:00 PM,5.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,1:47:00 PM,6.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,2:57:00 PM,6.625,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,4:07:00 PM,7.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,5:17:00 PM,7.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,6:27:00 PM,7.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,7:37:00 PM,6.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,8:47:00 PM,6.375,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,9:57:00 PM,5.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,11:07:00 PM,5.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/6/10,12:17:00 AM,5.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/6/10,1:27:00 AM,5.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/6/10,2:37:00 AM,5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/6/10,3:47:00 AM,5,iButton
